"Código","Inst_Previa","Escala_Cog.","Escala_Mot.","Escala_Soc","Escala_Dis."
1532,"No",46,32,49,24
400,"Sí",105,26,61,23
1024,"NS/NR",84,25,63,24
1137,"Sí",124,32,77,26
613,"No",70,25,57,20
932,"No",94,21,65,26
572,"Sí",83,23,63,27
1120,"No",48,13,45,14
78,"No",132,35,54,23
1749,"NS/NR",69,31,71,19
1140,"Sí",51,28,43,21
3389,"NS/NR",73,26,53,15
821,"No",124,30,71,27
1019,"NS/NR",90,28,61,27
239,"No",89,24,56,30
3187,"No",88,23,57,24
2556,"No",73,24,49,18
2599,"No",73,28,52,22
1032,"NS/NR",81,24,51,23
265,"No",81,22,62,27
1367,"No",98,27,58,29
570,"Sí",89,23,68,33
1182,"No",73,21,52,18
2591,"No",45,24,40,10
67,"No",139,36,59,31
2143,"Sí",65,25,47,16
351,"Sí",94,23,47,21
2555,"No",55,17,57,17
838,"No",92,29,58,20
1914,"Sí",106,31,61,24
299,"No",67,19,55,27
779,"No",89,23,55,24
406,"No",95,27,51,24
3497,"NS/NR",136,33,70,33
2351,"No",93,34,71,31
786,"No",94,25,52,24
2559,"No",117,31,61,24
30,"Sí",111,25,58,27
1863,"NS/NR",117,33,74,27
3383,"NS/NR",75,24,58,18
409,"No",82,31,56,24
3111,"NS/NR",78,25,43,20
776,"No",68,17,48,21
2379,"No",125,27,77,35
2369,"No",125,32,75,35
1513,"No",35,21,45,16
3322,"No",86,26,51,23
389,"NS/NR",71,21,53,23
953,"No",78,28,67,30
961,"No",82,24,71,31
1001,"Sí",55,17,48,18
465,"No",131,28,51,24
29,"No",109,27,59,27
1852,"Sí",131,33,74,35
1109,"No",49,14,37,17
2557,"No",114,32,62,29
3482,"No",125,36,65,31
1390,"NS/NR",82,21,52,21
817,"No",109,31,76,27
2140,"Sí",77,25,43,23
353,"Sí",77,21,45,19
10,"No",83,22,48,24
1780,"No",100,34,66,29
2806,"No",90,29,63,26
1976,"Sí",137,36,67,30
1364,"No",84,22,61,20
3,"Sí",108,26,57,27
1238,"Sí",77,21,43,14
3160,"NS/NR",112,34,65,31
2365,"No",95,34,65,34
3166,"NS/NR",73,23,41,16
33,"No",104,24,46,24
556,"Sí",73,24,59,23
2804,"No",126,32,57,28
2138,"Sí",101,28,53,26
2137,"Sí",75,25,49,18
355,"Sí",81,19,46,19
1386,"NS/NR",72,20,56,20
375,"Sí",153,26,78,34
706,"No",123,31,69,31
427,"No",97,33,63,22
3337,"NS/NR",103,28,61,28
3172,"NS/NR",110,26,59,30
3364,"NS/NR",136,33,67,31
1037,"No",68,25,44,24
3266,"NS/NR",92,26,59,20
3108,"NS/NR",99,28,61,22
782,"No",86,22,53,23
2601,"No",36,25,32,11
642,"NS/NR",63,14,57,20
1136,"Sí",111,32,75,26
985,"No",73,24,51,24
227,"No",84,24,48,23
1383,"NS/NR",65,16,52,20
711,"No",105,31,73,31
88,"No",102,31,48,24
1228,"No",73,28,67,25
777,"No",87,23,52,24
931,"No",87,22,58,25
824,"No",108,31,70,24
2257,"No",80,21,55,23
27,"Sí",111,24,58,27
2263,"No",78,31,52,21
82,"No",103,35,58,22
825,"No",73,29,47,21
1445,"No",77,24,49,22
1855,"Sí",116,30,76,29
354,"Sí",80,21,49,19
1017,"NS/NR",85,27,63,24
3246,"NS/NR",84,15,48,23
2114,"No",61,23,56,24
467,"No",105,28,55,26
919,"No",79,23,64,24
1375,"No",100,30,71,32
69,"No",106,31,49,22
2354,"No",63,28,61,22
1452,"No",54,23,50,22
240,"No",92,26,61,30
3400,"NS/NR",75,21,59,14
780,"No",96,19,54,24
1240,"Sí",70,22,50,14
2256,"No",80,24,58,23
2376,"No",121,32,76,34
3480,"No",156,36,65,23
947,"No",110,27,55,28
962,"No",81,31,43,23
2367,"No",117,32,71,35
1110,"Sí",57,15,49,20
1083,"No",97,35,67,21
579,"Sí",73,21,40,19
2373,"No",119,32,77,35
423,"Sí",93,33,61,27
230,"No",76,20,55,22
300,"No",48,20,51,20
3261,"No",130,30,60,26
1116,"Sí",55,12,51,18
2265,"No",108,31,61,31
955,"No",100,28,67,35
3334,"No",130,33,68,27
2410,"No",74,26,52,24
1448,"No",72,23,47,18
85,"No",49,14,44,14
1233,"Sí",64,23,47,19
2513,"No",91,29,67,23
1444,"No",76,22,50,21
1355,"NS/NR",76,19,53,21
563,"Sí",66,21,52,17
83,"No",46,17,38,14
295,"No",60,22,55,26
2618,"Sí",92,27,72,33
2521,"NS/NR",91,31,66,25
2359,"No",96,31,72,25
1439,"No",67,25,48,19
224,"No",46,22,47,19
2406,"No",124,34,70,33
352,"Sí",75,15,45,19
77,"No",144,36,65,30
3124,"NS/NR",101,30,64,27
3329,"No",151,35,74,31
2250,"Sí",83,24,56,30
3236,"No",105,32,57,25
3232,"No",80,18,43,21
3394,"NS/NR",51,22,44,8
2141,"Sí",88,27,53,23
719,"NS/NR",104,33,68,27
702,"No",142,35,76,35
3263,"No",146,33,66,25
1362,"No",69,21,55,22
3452,"NS/NR",118,32,61,23
2006,"Sí",84,27,61,20
2363,"No",134,32,76,35
1516,"No",43,24,56,20
2603,"Sí",101,31,53,21
3216,"NS/NR",127,31,53,28
2519,"Sí",82,28,69,21
1108,"No",45,13,37,12
2520,"No",70,23,59,26
1881,"NS/NR",100,34,76,28
394,"Sí",60,22,49,20
700,"No",136,33,75,35
2271,"No",75,23,57,24
3344,"No",115,30,59,21
86,"No",101,31,48,26
259,"No",96,25,63,29
3128,"NS/NR",111,35,66,32
2523,"NS/NR",84,34,73,28
2264,"No",63,21,52,22
2144,"Sí",60,20,44,17
3174,"No",55,18,46,22
1522,"No",117,30,69,29
2802,"No",115,29,58,29
996,"NS/NR",57,16,47,16
640,"NS/NR",71,21,54,22
623,"NS/NR",65,23,49,21
929,"No",82,20,60,22
1533,"No",55,24,43,23
707,"No",126,32,75,34
5,"Sí",109,26,56,27
3275,"No",82,23,50,20
2592,"NS/NR",87,28,64,25
2348,"No",94,34,76,30
76,"No",97,24,54,24
1356,"NS/NR",110,27,61,25
3294,"No",90,26,54,19
1357,"NS/NR",93,24,59,23
221,"NS/NR",81,26,48,27
505,"No",110,34,60,26
2522,"NS/NR",53,26,58,15
2378,"No",129,32,77,35
1349,"NS/NR",113,27,50,25
1864,"NS/NR",105,34,75,27
1526,"No",101,29,69,23
361,"Sí",79,20,49,19
4,"No",115,27,57,26
785,"Sí",84,22,52,24
1511,"No",86,34,60,27
3309,"NS/NR",79,27,49,22
3265,"No",95,27,58,27
3113,"NS/NR",136,28,62,28
13,"No",97,25,55,26
2619,"Sí",97,31,75,31
397,"Sí",71,25,57,20
1303,"No",79,22,63,31
3300,"NS/NR",101,32,61,24
787,"No",95,24,53,24
3291,"NS/NR",94,28,58,23
2269,"No",101,31,61,28
3270,"No",131,29,54,27
775,"No",103,25,54,26
2272,"Sí",105,31,62,29
3142,"NS/NR",81,32,62,24
3250,"No",80,24,57,23
469,"No",92,22,52,22
1397,"NS/NR",82,23,56,21
2340,"No",67,31,66,23
7,"Sí",102,24,46,26
887,"No",101,29,70,31
482,"No",141,35,62,29
1307,"No",58,19,57,26
2262,"No",60,21,52,24
885,"No",88,32,44,35
1363,"No",81,28,58,22
2412,"No",108,25,66,27
1111,"Sí",53,13,56,21
2370,"No",115,32,75,35
2382,"No",121,32,65,34
3154,"NS/NR",100,35,66,31
2608,"No",51,25,37,14
1520,"No",86,29,59,24
1044,"No",63,24,58,27
3114,"NS/NR",140,32,56,31
1521,"Sí",41,21,52,17
2364,"No",121,34,77,35
2564,"No",82,20,43,18
624,"NS/NR",70,20,57,22
385,"No",153,20,73,30
769,"No",92,29,60,23
3384,"NS/NR",65,19,57,15
3345,"No",117,27,59,24
1027,"NS/NR",84,25,63,30
1788,"Sí",59,28,70,24
3107,"NS/NR",95,28,52,21
26,"No",101,25,57,27
271,"No",85,21,62,27
2375,"No",123,32,77,34
2270,"Sí",128,36,61,35
609,"No",65,24,54,17
3136,"NS/NR",93,28,55,22
3418,"NS/NR",109,29,57,20
1245,"Sí",106,26,58,26
2506,"No",99,26,62,27
3256,"No",144,32,59,30
832,"Sí",70,33,63,22
399,"NS/NR",87,24,60,22
1222,"Sí",73,29,56,23
2524,"NS/NR",81,33,62,25
2411,"No",83,27,57,26
3365,"No",153,36,56,28
1320,"No",62,23,61,27
2573,"No",114,29,57,30
398,"NS/NR",72,21,52,18
1454,"No",62,25,53,19
284,"No",79,24,55,28
280,"NS/NR",90,23,57,24
2401,"No",83,29,70,27
1031,"NS/NR",87,24,64,23
3157,"NS/NR",102,32,64,31
1119,"Sí",51,13,46,16
948,"No",98,29,66,32
3477,"NS/NR",82,21,46,17
258,"No",57,19,57,21
928,"No",54,19,56,18
359,"Sí",78,17,46,19
2404,"No",81,26,60,24
1360,"No",67,19,56,21
1041,"No",92,31,49,27
3271,"No",100,21,52,22
3158,"No",135,34,72,31
819,"No",98,32,72,24
1023,"NS/NR",69,24,59,23
3305,"No",77,23,43,24
216,"No",79,23,53,25
1107,"No",42,13,37,12
3340,"NS/NR",86,24,52,22
298,"No",83,25,55,29
2252,"No",83,24,58,27
2350,"No",59,25,68,18
815,"No",63,20,39,20
393,"NS/NR",61,24,55,23
290,"No",56,23,55,27
291,"No",48,20,55,22
2392,"No",110,32,59,27
3188,"No",156,36,63,30
3378,"NS/NR",54,18,51,12
2261,"No",74,25,54,23
292,"No",66,22,55,25
915,"No",68,22,59,19
916,"No",74,19,57,18
622,"NS/NR",73,18,50,20
773,"No",92,25,58,25
1302,"No",70,21,59,30
724,"NS/NR",110,33,69,28
1183,"No",73,20,47,17
935,"No",79,20,69,23
3177,"No",121,34,48,27
924,"No",84,19,59,22
618,"NS/NR",69,22,51,20
463,"No",96,24,47,22
1235,"Sí",67,19,54,18
2560,"NS/NR",112,27,54,23
1865,"NS/NR",77,31,70,24
380,"No",154,26,77,28
270,"No",70,20,59,23
1225,"NS/NR",68,29,52,21
3473,"No",140,36,56,25
621,"NS/NR",82,20,57,21
3445,"NS/NR",84,28,55,15
219,"No",73,23,51,25
627,"NS/NR",57,14,56,22
1509,"No",48,23,50,19
3168,"No",76,22,55,21
2342,"NS/NR",60,23,63,26
3411,"NS/NR",73,26,58,16
881,"Sí",71,32,57,28
390,"NS/NR",82,23,56,22
2405,"No",102,30,69,30
1963,"No",87,18,60,26
331,"NS/NR",98,27,61,28
2606,"No",74,31,59,21
3255,"No",77,28,56,24
1419,"Sí",120,31,70,31
1285,"No",63,20,63,22
388,"Sí",57,20,52,20
2244,"Sí",95,26,62,21
1329,"No",56,16,63,20
1197,"No",97,31,60,24
1401,"Sí",142,35,74,32
3080,"Sí",104,35,77,21
2821,"No",77,22,52,23
2569,"No",136,30,57,29
340,"Sí",86,20,56,24
1539,"No",58,26,59,21
1084,"No",91,36,64,23
1603,"NS/NR",87,26,62,23
3122,"NS/NR",81,18,54,20
2223,"Sí",107,30,59,22
3215,"No",113,33,76,29
3068,"Sí",99,35,51,27
323,"Sí",68,20,58,19
1811,"No",96,25,61,25
1408,"No",83,27,76,28
2085,"No",111,28,66,27
2104,"No",74,31,63,25
778,"No",85,22,54,22
2287,"Sí",97,24,52,28
873,"Sí",61,31,57,27
2279,"Sí",123,25,61,26
2127,"No",92,25,65,27
1706,"Sí",90,18,50,21
316,"Sí",122,34,76,31
367,"No",79,23,59,24
9,"Sí",94,23,57,25
2082,"Sí",71,30,60,29
2466,"Sí",91,23,69,27
3387,"NS/NR",92,28,58,27
19,"No",64,21,49,20
370,"Sí",152,22,51,24
405,"Sí",60,23,56,23
1601,"NS/NR",142,30,65,30
2816,"No",57,13,49,22
57,"No",39,20,50,18
1776,"No",65,29,64,20
2501,"No",97,27,51,23
951,"No",80,25,67,33
683,"No",85,28,67,28
856,"Sí",110,33,68,29
2182,"Sí",93,25,51,23
1242,"Sí",52,15,41,11
407,"No",57,23,55,21
1804,"Sí",73,25,59,23
2078,"NS/NR",77,27,59,24
1278,"Sí",72,16,56,22
3443,"No",139,25,68,31
2291,"Sí",113,28,54,31
2571,"No",134,23,56,31
3469,"No",93,25,47,23
746,"No",75,22,57,19
1673,"NS/NR",56,22,50,25
788,"No",74,20,55,23
1557,"No",81,24,66,24
2442,"No",116,30,60,25
60,"No",55,23,57,26
1616,"No",74,18,47,19
697,"No",72,30,68,25
1602,"NS/NR",113,29,64,30
3198,"No",98,31,69,26
1696,"NS/NR",93,17,51,17
1859,"Sí",113,28,73,30
554,"Sí",137,36,64,34
1874,"No",47,13,42,17
2820,"No",83,19,59,25
2532,"NS/NR",88,32,67,25
2071,"NS/NR",78,27,61,24
2827,"No",39,20,45,20
676,"No",86,28,67,25
1831,"No",79,26,46,18
979,"No",94,21,52,22
1406,"No",79,27,62,28
718,"NS/NR",74,30,62,23
1201,"Sí",81,23,40,18
55,"No",51,23,57,24
791,"No",90,23,55,25
155,"No",82,21,52,26
2390,"No",104,35,76,30
3412,"Sí",128,32,67,32
3466,"No",100,29,66,25
319,"Sí",53,22,49,18
1767,"No",110,29,77,28
165,"No",81,21,56,26
1887,"NS/NR",119,34,77,28
41,"No",96,28,63,29
974,"No",108,26,63,27
63,"No",52,23,48,20
1838,"No",133,32,73,29
877,"Sí",68,31,55,26
3175,"No",92,30,69,25
2090,"Sí",88,31,65,30
1203,"Sí",133,29,60,25
1966,"No",79,20,50,21
1321,"No",63,20,63,22
366,"No",77,24,56,23
2818,"No",83,23,53,23
680,"No",69,27,66,24
691,"No",82,30,67,28
1612,"No",102,29,65,28
38,"No",71,24,51,22
1775,"No",99,29,77,27
688,"No",95,30,64,29
1843,"No",148,34,76,31
542,"NS/NR",67,22,56,21
795,"No",73,19,53,20
742,"No",40,14,49,20
3070,"No",117,35,70,36
2834,"No",89,22,50,22
2459,"No",117,31,63,29
1611,"No",131,31,69,27
350,"No",82,19,55,21
159,"No",82,20,55,26
158,"No",83,21,55,26
1281,"No",50,18,52,18
2237,"No",65,27,66,24
3203,"No",113,33,72,26
3071,"No",91,33,73,35
1689,"NS/NR",75,22,68,28
1055,"No",72,25,57,23
2194,"No",79,28,60,25
2447,"No",121,26,69,29
1745,"Sí",68,16,48,13
603,"No",51,22,54,17
16,"No",66,18,45,16
2095,"Sí",108,34,66,31
40,"No",43,10,42,16
1062,"No",63,21,50,18
21,"No",74,25,55,24
1968,"No",92,27,59,29
1783,"No",107,35,59,26
1217,"No",80,25,69,29
693,"No",76,28,66,27
797,"No",71,20,51,20
3463,"Sí",116,26,51,26
1215,"No",99,25,64,28
3066,"Sí",108,35,73,34
1677,"NS/NR",47,17,53,19
1625,"No",98,23,55,25
1535,"No",78,22,64,30
2326,"Sí",75,18,47,21
3088,"No",97,35,73,35
1773,"No",75,29,68,24
3218,"Sí",120,30,74,27
3213,"No",64,16,62,19
1546,"No",83,25,65,33
1649,"No",94,25,65,25
1756,"No",66,26,73,19
799,"No",70,20,56,19
615,"NS/NR",44,18,44,18
2185,"Sí",62,27,49,18
1629,"No",115,30,56,31
753,"No",49,16,52,22
2108,"No",78,24,57,23
970,"No",101,25,55,27
1744,"Sí",92,18,63,25
318,"Sí",75,20,59,21
2531,"NS/NR",93,32,69,25
3425,"No",131,31,76,31
1871,"No",87,22,56,28
946,"No",143,31,43,29
341,"No",84,20,52,23
964,"No",79,21,51,21
2462,"NS/NR",89,31,66,25
2277,"No",132,28,68,34
3450,"No",68,19,50,24
2130,"Sí",70,19,50,18
346,"No",83,21,52,22
1702,"NS/NR",97,28,73,34
3221,"No",59,19,51,20
1284,"No",63,20,65,23
437,"Sí",75,23,47,19
1765,"No",68,30,70,22
1326,"No",56,17,62,19
694,"No",109,30,67,28
527,"No",101,31,64,36
1325,"No",49,16,63,19
1772,"No",75,27,72,22
1400,"Sí",102,28,66,30
616,"NS/NR",62,20,53,21
1127,"Sí",102,22,63,28
2235,"No",79,27,52,16
2331,"Sí",66,15,49,28
3459,"NS/NR",113,25,53,26
686,"No",97,29,67,26
605,"Sí",63,24,48,18
848,"Sí",112,32,73,31
2828,"Sí",115,27,62,28
2211,"Sí",80,25,55,23
342,"No",83,21,59,22
3419,"Sí",76,22,50,22
1698,"NS/NR",87,25,69,32
1244,"No",67,18,59,22
2386,"No",96,32,75,33
2508,"No",102,23,53,21
1671,"NS/NR",51,18,45,19
844,"No",109,31,73,25
2131,"Sí",42,13,51,14
732,"Sí",79,22,54,21
2147,"No",116,26,63,30
1664,"NS/NR",76,20,55,31
1771,"No",75,28,67,23
3379,"NS/NR",71,20,57,22
3323,"No",120,22,52,23
1570,"No",117,31,67,29
853,"Sí",110,31,78,31
334,"No",93,20,54,24
2105,"No",71,25,57,18
330,"No",76,19,52,23
2441,"No",123,30,59,23
1588,"NS/NR",141,30,65,30
551,"Sí",128,34,59,34
3430,"No",88,24,59,26
3200,"No",116,35,67,26
1692,"NS/NR",90,25,67,33
3464,"No",136,24,66,29
2329,"Sí",72,15,49,25
2453,"No",95,32,63,27
3416,"No",69,14,46,18
687,"No",74,27,67,28
757,"Sí",67,17,58,20
973,"No",89,24,58,23
1323,"No",64,18,65,21
1777,"No",78,24,49,28
403,"NS/NR",80,24,55,21
2216,"Sí",83,31,65,22
2813,"No",87,25,56,21
760,"No",87,23,56,24
1661,"No",78,29,59,26
1214,"No",78,19,56,22
369,"No",56,21,54,23
1494,"No",90,28,70,27
1211,"No",93,22,63,25
1493,"No",104,29,66,26
2087,"No",40,14,50,15
2209,"Sí",84,29,60,21
1491,"No",62,21,61,22
1196,"No",58,17,61,19
160,"No",85,20,53,26
1328,"No",78,20,64,21
3470,"NS/NR",110,26,49,26
1766,"No",77,30,75,28
2274,"No",53,23,57,22
1416,"No",62,25,63,28
882,"Sí",63,30,55,24
430,"Sí",99,29,69,35
2233,"No",58,26,50,21
2069,"NS/NR",64,23,59,22
246,"Sí",66,19,49,21
846,"No",109,34,53,26
2809,"No",68,23,48,22
429,"Sí",96,32,63,32
602,"No",58,22,53,18
347,"No",68,17,45,17
1421,"Sí",131,33,61,25
3302,"No",90,22,47,20
3493,"NS/NR",85,22,60,23
1052,"No",80,25,58,29
1763,"No",39,23,56,21
3488,"NS/NR",108,25,58,24
871,"Sí",65,31,51,28
62,"No",59,25,54,24
1624,"No",102,27,53,29
1280,"No",70,20,62,23
1627,"No",119,30,62,31
3442,"No",110,28,59,25
852,"Sí",108,28,78,27
536,"NS/NR",74,21,55,22
2450,"No",102,31,63,26
792,"No",78,22,58,23
1427,"Sí",122,28,62,30
3065,"No",104,33,52,29
1216,"No",85,23,62,25
1106,"Sí",120,32,67,33
2187,"Sí",80,27,61,27
339,"No",80,23,50,25
2179,"No",92,22,48,23
904,"No",61,22,45,19
1705,"Sí",86,19,60,22
969,"No",114,26,53,27
2129,"Sí",38,10,49,12
1134,"Sí",43,26,50,16
685,"No",70,29,65,27
1279,"No",55,19,57,18
2080,"NS/NR",63,20,57,20
906,"Sí",57,20,48,19
2533,"NS/NR",92,32,72,25
3079,"Sí",116,36,78,36
2208,"Sí",81,26,53,18
2808,"No",87,21,56,28
2458,"No",108,32,64,28
1077,"Sí",92,34,63,21
1126,"Sí",75,17,58,23
3217,"Sí",99,30,68,24
253,"Sí",66,23,49,19
322,"No",65,21,59,18
879,"Sí",62,28,56,24
3381,"No",110,33,64,30
3429,"No",90,25,69,26
3008,"NS/NR",144,32,75,30
1615,"No",86,25,56,23
1753,"No",89,31,77,25
790,"No",74,20,57,21
2504,"No",82,24,48,20
1747,"NS/NR",71,16,50,19
737,"Sí",44,15,51,16
2822,"No",121,28,69,29
3438,"No",100,29,71,28
756,"No",70,23,54,23
1704,"NS/NR",94,26,66,34
501,"NS/NR",82,28,51,22
1701,"NS/NR",88,26,70,28
3462,"No",107,32,60,28
2971,"Sí",114,34,60,30
1918,"No",62,17,54,25
1288,"No",49,18,60,17
3520,"Sí",79,22,33,17
156,"No",82,21,53,26
1261,"Sí",70,19,58,22
345,"No",78,19,55,21
1061,"No",85,22,53,19
2328,"Sí",74,17,52,24
431,"Sí",106,32,57,26
2286,"No",94,20,58,27
320,"No",80,23,61,23
1703,"NS/NR",72,21,66,25
2281,"Sí",93,22,55,28
1758,"No",92,24,75,25
1760,"No",61,29,63,23
2534,"NS/NR",92,32,70,27
945,"No",141,31,46,30
2588,"No",89,24,51,23
2186,"Sí",44,15,40,18
1423,"Sí",116,25,57,26
2615,"Sí",65,14,56,20
2238,"No",49,25,55,25
321,"Sí",69,21,61,21
1413,"No",59,28,58,28
1079,"No",74,32,67,24
2505,"No",84,25,55,19
2461,"NS/NR",69,30,47,20
2231,"No",61,23,54,24
2278,"Sí",113,24,65,29
1610,"No",116,27,55,28
1410,"No",62,28,57,28
2327,"Sí",89,20,50,25
679,"No",70,26,62,23
682,"No",62,27,63,28
1195,"No",70,21,54,18
745,"No",75,22,56,20
1292,"No",46,15,51,15
3490,"Sí",53,22,51,16
2832,"No",98,20,56,21
555,"Sí",71,15,64,22
3408,"No",110,31,68,24
2332,"No",63,24,53,21
422,"No",62,21,55,23
1241,"No",87,28,69,27
2180,"Sí",76,23,54,24
1813,"No",90,25,63,25
545,"Sí",100,28,54,28
3332,"No",81,21,36,18
1674,"NS/NR",79,20,59,30
608,"No",64,25,57,20
1291,"No",67,22,65,23
2207,"Sí",89,28,65,25
1803,"No",88,30,64,27
1618,"No",81,22,51,19
1492,"No",61,19,58,21
1327,"No",39,16,42,15
3434,"No",98,29,71,31
2530,"NS/NR",63,30,66,23
3074,"No",90,35,77,35
2189,"No",67,26,53,23
740,"No",68,22,59,22
599,"No",62,23,53,21
329,"No",69,21,60,19
2968,"NS/NR",105,28,68,24
1411,"No",54,22,59,29
1258,"No",84,24,54,26
1164,"No",102,33,55,28
2219,"No",143,29,66,30
59,"No",47,13,49,18
1287,"No",46,20,59,19
1190,"No",51,22,54,17
1827,"No",78,21,60,22
3476,"NS/NR",102,25,58,23
2509,"No",87,22,54,22
678,"No",64,26,62,23
1969,"No",67,20,49,19
3483,"No",71,21,47,22
880,"Sí",64,33,54,26
1124,"No",92,21,60,25
1919,"No",71,21,56,25
2510,"No",88,21,48,21
2444,"No",105,32,62,24
2294,"Sí",86,22,55,28
3460,"No",103,26,67,29
2812,"No",61,21,45,20
2098,"Sí",63,21,58,16
2197,"No",111,29,75,33
552,"Sí",124,36,64,34
3087,"No",74,30,75,30
3386,"No",134,31,76,33
64,"No",44,21,53,17
2614,"Sí",93,25,63,25
2323,"Sí",80,21,54,27
1277,"No",74,21,57,23
3073,"No",121,34,71,35
1286,"No",61,19,58,22
1056,"No",56,22,50,18
1040,"No",100,21,60,27
2192,"No",89,29,41,21
2336,"No",38,15,29,13
1212,"No",86,21,63,28
1714,"NS/NR",70,23,62,25
1839,"No",130,32,70,31
872,"Sí",64,31,53,24
692,"No",80,28,62,26
245,"Sí",56,19,44,18
965,"No",104,24,54,27
876,"Sí",66,29,49,24
1207,"No",53,18,45,15
2284,"Sí",122,26,63,30
1414,"No",62,27,69,28
1054,"No",81,24,52,22
3205,"No",74,29,67,26
1322,"No",62,20,65,20
3456,"NS/NR",107,22,54,25
56,"No",55,23,59,26
24,"No",47,18,38,19
1621,"No",129,28,65,29
368,"No",58,18,52,20
65,"No",39,16,45,16
1534,"No",60,16,58,22
414,"No",72,24,55,26
22,"No",59,21,49,20
1964,"No",80,23,56,26
2314,"No",121,34,76,34
850,"Sí",109,33,61,22
977,"No",110,25,56,26
549,"Sí",124,33,56,34
1761,"No",106,28,77,27
3126,"NS/NR",101,35,65,28
690,"No",94,30,67,29
972,"No",100,24,54,24
2191,"Sí",81,28,62,19
734,"Sí",71,21,58,22
604,"No",49,21,53,17
2234,"No",58,23,55,19
1668,"NS/NR",43,18,42,17
1667,"NS/NR",43,17,47,17
1,"No",61,21,51,21
1784,"No",74,22,53,19
2335,"No",47,21,53,22
2196,"No",86,26,54,25
2195,"No",111,29,76,32
327,"Sí",68,21,61,19
3295,"No",88,29,57,25
1713,"NS/NR",61,23,66,26
2503,"No",81,19,49,18
1529,"Sí",40,16,47,15
1672,"NS/NR",70,21,58,28
2448,"No",121,32,65,29
845,"No",109,26,68,22
696,"No",58,26,62,21
1869,"No",71,20,57,23
736,"Sí",51,18,52,21
252,"No",63,22,47,19
1407,"No",71,26,65,29
3283,"Sí",145,27,65,31
420,"No",111,33,64,30
2184,"Sí",62,18,51,18
1198,"No",89,31,55,24
3085,"No",95,34,76,30
157,"No",82,20,54,25
3413,"NS/NR",53,21,54,18
3083,"No",93,35,77,35
419,"No",114,32,67,32
3485,"NS/NR",89,25,57,22
2190,"No",70,24,57,24
1294,"No",54,13,54,19
2193,"No",39,11,42,15
2500,"No",79,19,50,21
750,"No",67,22,59,22
1988,"Sí",81,13,50,16
3479,"NS/NR",65,22,52,19
1188,"No",67,20,62,24
3372,"No",91,30,60,28
1177,"No",77,19,50,19
415,"No",96,33,65,31
416,"No",98,34,69,31
3420,"No",138,25,60,28
1675,"NS/NR",59,18,51,24
1690,"NS/NR",95,28,65,32
1608,"NS/NR",107,30,65,27
2086,"No",94,24,49,22
1174,"No",61,19,41,18
1078,"No",64,27,60,18
1830,"NS/NR",84,29,58,26
3377,"No",59,18,59,22
3324,"No",73,16,46,22
1544,"No",62,21,55,21
2243,"No",46,20,62,27
3277,"No",90,28,57,22
1870,"No",64,16,55,21
635,"NS/NR",46,16,48,18
1075,"No",147,31,66,31
58,"No",40,20,52,17
2288,"Sí",86,23,53,25
1846,"No",126,32,75,31
1566,"No",63,16,57,20
2826,"No",98,23,59,24
1872,"No",83,26,65,26
171,"No",80,21,55,26
170,"No",80,21,55,26
3181,"No",101,27,68,24
1762,"No",121,32,77,29
2460,"NS/NR",81,32,62,25
2133,"Sí",67,20,52,17
2222,"No",71,28,52,18
1490,"No",78,17,47,19
675,"Sí",62,22,66,24
674,"Sí",62,22,66,24
1632,"Sí",84,20,62,19
2099,"Sí",58,21,44,16
2276,"No",61,24,55,22
975,"No",80,17,50,18
23,"No",41,16,42,15
744,"No",69,21,60,21
1622,"No",97,23,55,26
968,"No",84,19,55,24
3321,"Sí",148,25,71,35
3326,"No",142,29,55,31
3489,"No",92,30,60,28
2246,"No",40,11,48,15
337,"No",64,14,54,21
508,"NS/NR",85,20,56,19
1541,"No",75,22,57,22
1695,"Sí",83,17,45,17
1540,"No",59,18,58,22
601,"No",55,22,40,20
506,"NS/NR",95,29,60,34
976,"No",99,23,54,25
1082,"No",85,29,70,26
417,"No",119,34,67,33
2245,"No",71,24,61,22
2570,"No",51,16,53,18
432,"Sí",88,31,63,29
535,"NS/NR",73,20,50,22
2507,"No",81,18,52,22
3397,"No",129,29,75,33
169,"No",74,22,49,25
789,"No",76,20,56,23
2275,"No",54,21,57,20
2527,"NS/NR",48,15,53,22
1619,"No",81,19,56,20
2315,"No",101,33,75,33
1585,"NS/NR",80,22,58,24
1626,"No",102,26,53,25
435,"Sí",117,30,69,31
636,"NS/NR",69,20,55,23
1663,"NS/NR",71,23,53,29
695,"No",66,27,64,25
3444,"No",86,34,61,17
1676,"NS/NR",67,20,47,27
3212,"Sí",112,33,75,27
1743,"Sí",92,19,62,26
2833,"No",57,20,54,20
738,"Sí",44,19,50,22
1917,"No",87,24,62,25
2005,"Sí",62,25,61,21
1774,"No",83,29,77,22
39,"No",60,22,52,20
1623,"Sí",113,25,62,31
1488,"No",62,17,47,19
436,"Sí",84,22,43,24
1768,"No",52,24,60,23
1932,"NS/NR",77,21,58,24
1392,"Sí",77,22,44,19
2083,"Sí",61,25,56,29
1194,"No",87,21,70,29
3307,"No",98,22,47,25
1420,"Sí",112,28,62,31
1930,"No",75,18,50,16
2204,"Sí",99,27,66,25
3077,"Sí",116,36,76,36
1845,"No",106,30,71,29
1489,"No",79,29,48,23
1759,"No",42,24,70,21
2446,"No",74,31,54,26
